season_year,target_season,player_id,player_name,poss_season,w_poss,prior_o,prior_d,m500_o,m500_d,m500,m2000_o,m2000_d,m2000,m4000_o,m4000_d,m4000,m8000_o,m8000_d,m8000,next_year,metric_o,metric_d,metric
1996,1996-97,89,Nick Van Exel,8165.0,7544.4,5.371,-3.029,6.944,-4.387,2.557,5.759,-3.642,2.117,5.526,-3.377,2.149,5.428,-3.196,2.232,1997,5.526,-3.377,2.149
1996,1996-97,93,Hubert Davis,1550.1,1261.8,1.208,-2.848,2.192,-3.803,-1.611,1.56,-3.48,-1.92,1.383,-3.281,-1.898,1.288,-3.12,-1.832,1997,1.383,-3.281,-1.898
1996,1996-97,95,Mark Bryant,2713.9,2376.5,-1.777,1.975,-4.082,3.669,-0.413,-2.839,2.778,-0.061,-2.376,2.434,0.057,-2.067,2.2,0.133,1997,-2.376,2.434,0.057
1996,1996-97,96,Detlef Schrempf,6278.5,5954.1,2.526,0.897,3.565,1.986,5.551,2.84,1.621,4.462,2.592,1.488,4.08,2.463,1.377,3.84,1997,2.592,1.488,4.08
1996,1996-97,98,Nick Anderson,5371.0,4826.3,1.969,0.633,2.36,0.266,2.626,2.066,0.556,2.622,2.0,0.613,2.613,1.954,0.629,2.583,1997,2.0,0.613,2.613
1996,1996-97,100,Tim Legler,450.5,439.2,-0.385,-0.67,-0.478,-1.153,-1.632,-0.371,-0.848,-1.219,-0.346,-0.785,-1.131,-0.342,-0.754,-1.095,1997,-0.346,-0.785,-1.131
1996,1996-97,103,Todd Day,5626.2,4853.5,2.49,-0.361,3.715,-2.379,1.336,3.461,-2.05,1.411,3.259,-1.794,1.465,3.036,-1.484,1.552,1997,3.259,-1.794,1.465
1996,1996-97,104,Benoit Benjamin,107.9,83.0,-2.668,-3.12,-2.756,-2.815,-5.572,-2.69,-3.064,-5.755,-2.675,-3.114,-5.79,-2.665,-3.142,-5.807,1997,-2.675,-3.114,-5.79
1996,1996-97,105,Dan Majerle,3278.2,3439.2,1.732,0.4,1.024,-0.685,0.339,1.106,0.073,1.179,1.185,0.39,1.575,1.295,0.57,1.865,1997,1.185,0.39,1.575
1996,1996-97,107,Dale Ellis,6852.0,5842.9,2.387,-0.779,0.074,-2.169,-2.095,1.194,-2.121,-0.927,1.712,-1.952,-0.24,2.074,-1.719,0.355,1997,1.712,-1.952,-0.24
1996,1996-97,109,Robert Horry,4389.2,4233.4,0.319,1.906,2.779,1.983,4.762,2.004,1.909,3.913,1.541,1.885,3.426,1.124,1.877,3.001,1997,1.541,1.885,3.426
1996,1996-97,111,LaPhonso Ellis,4614.1,3979.5,2.347,-0.119,1.979,-2.487,-0.508,2.43,-1.79,0.64,2.537,-1.401,1.136,2.556,-1.044,1.512,1997,2.537,-1.401,1.136
1996,1996-97,112,Dontonio Wingfield,1190.9,1025.6,0.379,-0.909,-1.799,-1.418,-3.217,-0.332,-1.273,-1.605,0.045,-1.158,-1.113,0.237,-1.069,-0.832,1997,0.045,-1.158,-1.113
1996,1996-97,116,David Wood,582.2,486.5,-1.115,2.158,2.646,-0.025,2.621,0.469,1.159,1.628,-0.199,1.552,1.353,-0.61,1.8,1.19,1997,-0.199,1.552,1.353
1996,1996-97,120,Steven Smith,7410.4,7069.3,4.112,-0.728,2.916,-2.863,0.053,2.861,-1.58,1.281,3.007,-1.105,1.902,3.18,-0.793,2.387,1997,3.007,-1.105,1.902
1996,1996-97,121,Patrick Ewing,7470.4,6944.1,-0.378,3.754,0.476,3.677,4.153,0.59,3.447,4.037,0.397,3.551,3.948,0.165,3.683,3.848,1997,0.397,3.551,3.948
1996,1996-97,122,Fred Roberts,99.7,78.6,-3.287,-1.857,-1.825,-3.281,-5.106,-2.843,-2.273,-5.116,-3.05,-2.092,-5.142,-3.159,-2.001,-5.16,1997,-3.05,-2.092,-5.142
1996,1996-97,123,Robert Pack,4320.5,3662.1,2.721,-1.777,3.143,-2.808,0.336,2.838,-2.368,0.47,2.792,-2.162,0.63,2.771,-2.002,0.769,1997,2.792,-2.162,0.63
1996,1996-97,124,Vlade Divac,7781.6,6894.2,-1.277,4.327,-0.956,5.989,5.033,-1.332,5.25,3.918,-1.604,4.918,3.314,-1.773,4.689,2.916,1997,-1.604,4.918,3.314
1996,1996-97,129,Dino Radja,2140.5,1701.5,-2.446,2.079,-5.322,2.904,-2.418,-4.215,3.156,-1.059,-3.641,2.894,-0.747,-3.17,2.57,-0.6,1997,-3.641,2.894,-0.747
1996,1996-97,133,David Wesley,8051.7,6986.7,3.513,-0.649,4.008,0.364,4.372,3.705,-0.701,3.004,3.636,-1.01,2.627,3.589,-1.138,2.451,1997,3.636,-1.01,2.627
1996,1996-97,134,Kevin Johnson,6756.7,6200.2,5.63,-0.679,8.034,-4.626,3.408,6.991,-2.745,4.247,6.646,-2.031,4.615,6.383,-1.53,4.853,1997,6.646,-2.031,4.615
1996,1996-97,136,P.J. Brown,6856.5,6565.6,-2.661,3.334,-4.311,5.015,0.704,-3.646,4.81,1.164,-3.41,4.66,1.249,-3.253,4.477,1.224,1997,-3.41,4.66,1.249
1996,1996-97,137,Vernon Maxwell,5020.3,4237.2,3.151,-2.223,2.832,-0.035,2.797,2.201,-0.798,1.403,2.202,-1.198,1.004,2.371,-1.544,0.827,1997,2.202,-1.198,1.004
1996,1996-97,140,Donald Royal,2105.1,1810.4,-2.681,1.279,-3.28,-0.515,-3.795,-2.904,0.076,-2.827,-2.769,0.407,-2.361,-2.699,0.691,-2.009,1997,-2.769,0.407,-2.361
1996,1996-97,143,Terry Dehere,2554.0,2156.4,2.781,-1.946,1.201,-2.496,-1.295,1.531,-1.726,-0.195,1.985,-1.706,0.279,2.349,-1.778,0.571,1997,1.985,-1.706,0.279
1996,1996-97,145,Tracy Murray,4474.5,3956.7,2.775,-1.261,2.683,0.303,2.986,2.652,-0.437,2.215,2.646,-0.666,1.981,2.681,-0.854,1.827,1997,2.646,-0.666,1.981
1996,1996-97,146,Jud Buechler,1890.8,1882.0,-0.655,0.114,1.779,-1.415,0.365,0.363,-0.85,-0.486,-0.106,-0.542,-0.648,-0.391,-0.285,-0.676,1997,-0.106,-0.542,-0.648
1996,1996-97,147,Jalen Rose,3663.3,3236.4,1.072,-0.133,1.997,-1.016,0.982,1.557,-0.389,1.169,1.402,-0.174,1.228,1.281,-0.07,1.211,1997,1.402,-0.174,1.228
1996,1996-97,154,Adrian Caldwell,1385.7,1184.4,-3.537,1.759,-4.882,3.051,-1.83,-3.377,1.795,-1.582,-3.185,1.568,-1.617,-3.201,1.518,-1.682,1997,-3.185,1.568,-1.617
1996,1996-97,156,Antoine Carr,4274.1,4139.9,-2.209,1.694,-2.21,2.952,0.742,-2.395,2.547,0.152,-2.462,2.331,-0.13,-2.476,2.147,-0.329,1997,-2.462,2.331,-0.13
1996,1996-97,157,Derek Harper,5464.1,4689.0,2.148,-1.034,2.657,-1.336,1.321,2.004,-0.827,1.177,1.847,-0.701,1.147,1.803,-0.681,1.122,1997,1.847,-0.701,1.147
1996,1996-97,164,Chris Childs,5777.9,5548.7,1.467,-0.292,3.134,-0.03,3.104,2.009,0.429,2.438,1.695,0.41,2.105,1.538,0.283,1.821,1997,1.695,0.41,2.105
1996,1996-97,165,Hakeem Olajuwon,7462.9,7326.5,0.483,3.139,-3.063,6.285,3.223,-1.364,4.372,3.008,-0.756,3.826,3.07,-0.324,3.496,3.172,1997,-0.756,3.826,3.07
1996,1996-97,166,Ron Harper,5662.9,5795.0,1.827,0.96,-0.193,2.723,2.53,0.322,2.139,2.461,0.681,1.901,2.582,0.989,1.706,2.695,1997,0.681,1.901,2.582
1996,1996-97,168,Chris Mills,8224.7,7082.4,0.522,1.206,0.335,3.522,3.858,-0.316,3.262,2.946,-0.535,3.057,2.522,-0.587,2.796,2.208,1997,-0.535,3.057,2.522
1996,1996-97,170,Joe Kleine,2096.4,1796.2,-3.762,2.411,-7.88,2.688,-5.193,-5.277,2.01,-3.267,-4.459,1.973,-2.486,-4.018,2.045,-1.973,1997,-4.459,1.973,-2.486
1996,1996-97,173,Keith Askins,4482.3,4057.4,-1.063,1.363,-0.325,0.915,0.59,-0.6,1.32,0.72,-0.798,1.509,0.711,-0.972,1.63,0.658,1997,-0.798,1.509,0.711
1996,1996-97,175,Alton Lister,1315.5,1156.4,-3.886,2.598,-4.824,3.97,-0.854,-4.306,3.008,-1.298,-4.101,2.709,-1.392,-3.977,2.56,-1.417,1997,-4.101,2.709,-1.392
1996,1996-97,176,Antonio Harvey,66.3,52.5,-4.205,3.91,-3.561,2.027,-1.534,-3.955,3.337,-0.618,-4.052,3.587,-0.464,-4.111,3.719,-0.392,1997,-4.052,3.587,-0.464
1996,1996-97,177,Muggsy Bogues,4645.9,4073.2,3.419,0.486,4.265,2.588,6.852,3.353,1.675,5.028,3.148,1.283,4.432,3.072,0.973,4.045,1997,3.148,1.283,4.432
1996,1996-97,178,Olden Polynice,6850.7,5819.7,-2.593,2.05,-5.132,2.895,-2.237,-3.832,2.695,-1.137,-3.311,2.505,-0.805,-2.952,2.327,-0.624,1997,-3.311,2.505,-0.805
1996,1996-97,179,Bryant Stith,4140.1,3417.5,2.047,-0.662,2.909,-0.24,2.669,2.673,-0.442,2.231,2.537,-0.599,1.939,2.405,-0.731,1.674,1997,2.537,-0.599,1.939
1996,1996-97,180,John Crotty,1595.6,1605.2,1.387,-1.104,0.447,-1.902,-1.455,0.5,-1.65,-1.149,0.692,-1.428,-0.736,0.907,-1.258,-0.351,1997,0.692,-1.428,-0.736
1996,1996-97,181,Kenny Smith,1664.6,1470.0,2.257,-2.876,1.836,-5.086,-3.25,1.893,-4.502,-2.609,2.025,-4.074,-2.05,2.135,-3.683,-1.548,1997,2.025,-4.074,-2.05
1996,1996-97,182,Billy Owens,4723.2,4001.1,-0.565,0.664,1.025,1.768,2.793,0.378,1.449,1.827,0.061,1.215,1.276,-0.173,0.996,0.823,1997,0.061,1.215,1.276
1996,1996-97,183,Bison Dele,344.9,842.4,-1.558,-0.053,-3.321,1.488,-1.833,-2.214,0.787,-1.427,-1.929,0.459,-1.471,-1.773,0.234,-1.538,1997,-1.929,0.459,-1.471
1996,1996-97,184,Bobby Phills,6501.1,5571.4,1.755,-0.089,0.61,1.291,1.901,0.195,1.858,2.054,0.281,1.73,2.011,0.479,1.43,1.909,1997,0.281,1.73,2.011
1996,1996-97,185,Chris Webber,6946.3,6053.0,1.282,2.189,3.055,2.418,5.473,2.452,2.018,4.47,2.149,1.981,4.13,1.897,2.016,3.914,1997,2.149,1.981,4.13
1996,1996-97,187,Terry Cummings,2361.6,2543.5,-0.666,1.06,-3.18,3.366,0.186,-2.136,2.551,0.415,-1.703,2.125,0.422,-1.356,1.767,0.412,1997,-1.703,2.125,0.422
1996,1996-97,190,Duane Causwell,1317.0,1071.7,-4.68,3.819,-4.308,2.18,-2.127,-4.304,2.901,-1.403,-4.405,3.225,-1.18,-4.501,3.455,-1.046,1997,-4.405,3.225,-1.18
1996,1996-97,192,Dennis Scott,5520.9,4941.7,2.06,-0.06,1.661,0.572,2.233,1.665,0.471,2.136,1.73,0.339,2.069,1.795,0.208,2.003,1997,1.73,0.339,2.069
1996,1996-97,193,Anthony Mason,8635.3,7577.2,0.183,3.172,-4.902,2.666,-2.236,-2.982,3.093,0.111,-2.164,3.213,1.05,-1.521,3.262,1.741,1997,-2.164,3.213,1.05
1996,1996-97,194,Anthony Bowie,52.2,49.6,0.0,-0.0,0.785,-2.015,-1.23,0.18,-0.549,-0.369,0.091,-0.297,-0.206,0.05,-0.173,-0.122,1997,0.091,-0.297,-0.206
1996,1996-97,195,Lee Mayberry,4856.9,4126.0,1.065,-0.608,0.38,-0.484,-0.104,0.485,-0.866,-0.381,0.568,-0.876,-0.308,0.667,-0.825,-0.158,1997,0.568,-0.876,-0.308
1996,1996-97,197,Scott Burrell,2870.3,2517.4,0.004,-0.039,-0.81,1.844,1.034,-0.505,1.13,0.624,-0.353,0.718,0.365,-0.234,0.387,0.153,1997,-0.353,0.718,0.365
1996,1996-97,198,Danny Ferry,6514.2,5603.4,-0.243,1.547,-1.521,3.718,2.198,-1.214,2.812,1.598,-1.217,2.665,1.448,-1.184,2.562,1.378,1997,-1.217,2.665,1.448
1996,1996-97,199,Reggie Williams,476.3,373.0,-0.61,0.909,1.399,-2.185,-0.786,0.063,-0.285,-0.223,-0.247,0.222,-0.025,-0.412,0.515,0.103,1997,-0.247,0.222,-0.025
1996,1996-97,201,Chris Dudley,4264.8,3743.3,-4.799,4.742,-6.975,6.693,-0.282,-6.059,5.456,-0.603,-5.617,5.106,-0.511,-5.271,4.921,-0.351,1997,-5.617,5.106,-0.511
1996,1996-97,202,Gary Grant,951.7,762.2,0.83,-0.555,0.765,1.735,2.5,0.623,0.435,1.058,0.669,0.028,0.697,0.725,-0.231,0.494,1997,0.669,0.028,0.697
1996,1996-97,203,Nate McMillan,2192.5,2018.8,2.596,1.234,1.173,3.257,4.43,1.256,2.585,3.841,1.533,2.217,3.75,1.856,1.889,3.745,1997,1.533,2.217,3.75
1996,1996-97,204,Jeff Hornacek,7938.5,8019.2,3.878,0.188,4.567,0.624,5.191,4.083,0.445,4.528,3.958,0.395,4.353,3.881,0.375,4.255,1997,3.958,0.395,4.353
1996,1996-97,208,Sam Cassell,4283.7,3669.0,3.959,-1.264,5.924,-1.739,4.185,4.778,-1.286,3.492,4.46,-1.272,3.189,4.278,-1.311,2.967,1997,4.46,-1.272,3.189
1996,1996-97,209,Dell Curry,5472.3,4684.0,2.318,-0.741,1.17,-0.493,0.676,0.912,-0.471,0.441,1.042,-0.475,0.567,1.282,-0.524,0.758,1997,1.042,-0.475,0.567
1996,1996-97,210,Terrell Brandon,7029.2,5993.0,4.753,-0.469,4.816,-2.655,2.161,4.048,-0.654,3.394,3.882,-0.063,3.819,3.847,0.222,4.07,1997,3.882,-0.063,3.819
1996,1996-97,211,Eric Mobley,742.4,589.8,-4.557,1.326,-4.852,-1.159,-6.011,-4.814,0.516,-4.297,-4.738,0.903,-3.835,-4.671,1.095,-3.576,1997,-4.738,0.903,-3.835
1996,1996-97,212,Yinka Dare,751.5,631.4,-4.53,2.82,-3.361,2.924,-0.436,-3.75,2.62,-1.13,-4.003,2.623,-1.38,-4.199,2.661,-1.538,1997,-4.003,2.623,-1.38
1996,1996-97,213,Antonio Davis,6845.8,5977.5,-2.038,2.204,-1.625,5.279,3.653,-1.384,4.155,2.771,-1.494,3.621,2.127,-1.666,3.187,1.52,1997,-1.494,3.621,2.127
1996,1996-97,216,Brian Shaw,4639.5,4039.8,0.291,0.307,-0.197,-4.264,-4.461,-0.61,-2.391,-3.001,-0.53,-1.466,-1.996,-0.345,-0.745,-1.09,1997,-0.53,-1.466,-1.996
1996,1996-97,219,Vinny Del Negro,6150.0,5379.1,1.936,-0.499,4.938,-1.322,3.616,3.399,-1.095,2.303,2.747,-0.878,1.87,2.282,-0.672,1.61,1997,2.747,-0.878,1.87
1996,1996-97,221,Clar. Weatherspoon,7345.2,6271.5,-1.438,1.916,-4.373,2.781,-1.591,-2.53,1.788,-0.742,-1.794,1.401,-0.393,-1.33,1.207,-0.123,1997,-1.794,1.401,-0.393
1996,1996-97,223,Bill Curley,17.4,16.4,0.0,-0.0,-0.128,-0.131,-0.259,-0.038,-0.048,-0.086,-0.014,-0.045,-0.059,0.0,-0.047,-0.047,1997,-0.014,-0.045,-0.059
1996,1996-97,224,Eddie Jones,8569.6,7804.2,3.78,-0.346,4.008,-0.379,3.629,3.744,-0.404,3.341,3.726,-0.353,3.373,3.743,-0.312,3.431,1997,3.726,-0.353,3.373
1996,1996-97,226,Antonio Lang,2105.0,1784.6,-2.639,1.189,-2.496,2.339,-0.157,-2.912,2.025,-0.887,-2.989,1.833,-1.157,-2.968,1.654,-1.314,1997,-2.989,1.833,-1.157
1996,1996-97,228,Adam Keefe,2608.4,2343.9,-0.961,0.794,-0.875,0.234,-0.641,-1.043,0.577,-0.466,-1.089,0.71,-0.379,-1.099,0.786,-0.313,1997,-1.089,0.71,-0.379
1996,1996-97,234,Khalid Reeves,3297.6,2794.3,1.491,-1.273,0.111,-1.687,-1.576,0.635,-1.323,-0.688,0.954,-1.257,-0.303,1.193,-1.248,-0.055,1997,0.954,-1.257,-0.303
1996,1996-97,236,Kevin Edwards,1149.0,1033.1,0.604,-2.108,1.481,-5.109,-3.627,1.119,-3.64,-2.522,0.983,-3.1,-2.118,0.871,-2.727,-1.856,1997,0.983,-3.1,-2.118
1996,1996-97,238,Tyrone Hill,6315.5,5381.6,-1.542,3.128,-4.977,8.077,3.099,-3.604,5.924,2.32,-3.158,5.227,2.069,-2.822,4.714,1.892,1997,-3.158,5.227,2.069
1996,1996-97,239,Darrick Martin,4517.6,4011.9,4.194,-2.399,8.787,-3.017,5.77,6.247,-2.632,3.615,5.454,-2.647,2.807,4.949,-2.648,2.301,1997,5.454,-2.647,2.807
1996,1996-97,240,Brooks Thompson,1931.6,1651.7,3.16,-1.189,4.836,-1.133,3.703,4.103,-1.561,2.542,3.795,-1.607,2.187,3.562,-1.56,2.001,1997,3.795,-1.607,2.187
1996,1996-97,241,Darrin Hancock,336.0,339.8,0.534,-2.219,1.019,-4.07,-3.051,0.838,-3.072,-2.234,0.735,-2.757,-2.022,0.657,-2.549,-1.892,1997,0.735,-2.757,-2.022
